PULocationID,borough,zone,service_zone,origin_borough,destination_borough,borough_pair,route_id,route_name
122,Queens,Hollis,Boro Zone,Queens,Brooklyn,Queens->Brooklyn,14,corridor_14_queens_to_brooklyn
124,Queens,Howard Beach,Boro Zone,Queens,Brooklyn,Queens->Brooklyn,14,corridor_14_queens_to_brooklyn
129,Queens,Jackson Heights,Boro Zone,Queens,Brooklyn,Queens->Brooklyn,14,corridor_14_queens_to_brooklyn
130,Queens,Jamaica,Boro Zone,Queens,Brooklyn,Queens->Brooklyn,14,corridor_14_queens_to_brooklyn
131,Queens,Jamaica Estates,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
132,Queens,JFK Airport,Airports,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
134,Queens,Kew Gardens,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
135,Queens,Kew Gardens Hills,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
138,Queens,LaGuardia Airport,Airports,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
139,Queens,Laurelton,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
145,Queens,Long Island City/Hunters Point,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
146,Queens,Long Island City/Queens Plaza,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
157,Queens,Maspeth,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
160,Queens,Middle Village,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
171,Queens,Murray Hill-Queens,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
173,Queens,North Corona,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
175,Queens,Oakland Gardens,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
179,Queens,Old Astoria,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
180,Queens,Ozone Park,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
191,Queens,Queens Village,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
192,Queens,Queensboro Hill,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
193,Queens,Queensbridge/Ravenswood,Boro Zone,Queens,Manhattan,Queens->Manhattan,15,corridor_15_queens_to_manhattan
196,Queens,Rego Park,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
197,Queens,Richmond Hill,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
198,Queens,Ridgewood,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
201,Queens,Rockaway Park,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
203,Queens,Rosedale,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
205,Queens,Saint Albans,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
215,Queens,South Jamaica,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
216,Queens,South Ozone Park,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
218,Queens,Springfield Gardens North,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
219,Queens,Springfield Gardens South,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
223,Queens,Steinway,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
226,Queens,Sunnyside,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
252,Queens,Whitestone,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
253,Queens,Willets Point,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
258,Queens,Woodhaven,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
260,Queens,Woodside,Boro Zone,Queens,Staten Island,Queens->Staten Island,16,corridor_16_queens_to_staten_island
5,Staten Island,Arden Heights,Boro Zone,Staten Island,Bronx,Staten Island->Bronx,17,corridor_17_staten_island_to_bronx
6,Staten Island,Arrochar/Fort Wadsworth,Boro Zone,Staten Island,Bronx,Staten Island->Bronx,17,corridor_17_staten_island_to_bronx
23,Staten Island,Bloomfield/Emerson Hill,Boro Zone,Staten Island,Bronx,Staten Island->Bronx,17,corridor_17_staten_island_to_bronx
44,Staten Island,Charleston/Tottenville,Boro Zone,Staten Island,Bronx,Staten Island->Bronx,17,corridor_17_staten_island_to_bronx
84,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,Staten Island,Bronx,Staten Island->Bronx,17,corridor_17_staten_island_to_bronx
99,Staten Island,Freshkills Park,Boro Zone,Staten Island,Brooklyn,Staten Island->Brooklyn,18,corridor_18_staten_island_to_brooklyn
109,Staten Island,Great Kills,Boro Zone,Staten Island,Brooklyn,Staten Island->Brooklyn,18,corridor_18_staten_island_to_brooklyn
110,Staten Island,Great Kills Park,Boro Zone,Staten Island,Brooklyn,Staten Island->Brooklyn,18,corridor_18_staten_island_to_brooklyn
115,Staten Island,Grymes Hill/Clifton,Boro Zone,Staten Island,Brooklyn,Staten Island->Brooklyn,18,corridor_18_staten_island_to_brooklyn
118,Staten Island,Heartland Village/Todt Hill,Boro Zone,Staten Island,Brooklyn,Staten Island->Brooklyn,18,corridor_18_staten_island_to_brooklyn
156,Staten Island,Mariners Harbor,Boro Zone,Staten Island,Manhattan,Staten Island->Manhattan,19,corridor_19_staten_island_to_manhattan
172,Staten Island,New Dorp/Midland Beach,Boro Zone,Staten Island,Manhattan,Staten Island->Manhattan,19,corridor_19_staten_island_to_manhattan
176,Staten Island,Oakwood,Boro Zone,Staten Island,Manhattan,Staten Island->Manhattan,19,corridor_19_staten_island_to_manhattan
187,Staten Island,Port Richmond,Boro Zone,Staten Island,Manhattan,Staten Island->Manhattan,19,corridor_19_staten_island_to_manhattan
204,Staten Island,Rossville/Woodrow,Boro Zone,Staten Island,Manhattan,Staten Island->Manhattan,19,corridor_19_staten_island_to_manhattan
206,Staten Island,Saint George/New Brighton,Boro Zone,Staten Island,Queens,Staten Island->Queens,20,corridor_20_staten_island_to_queens
214,Staten Island,South Beach/Dongan Hills,Boro Zone,Staten Island,Queens,Staten Island->Queens,20,corridor_20_staten_island_to_queens
221,Staten Island,Stapleton,Boro Zone,Staten Island,Queens,Staten Island->Queens,20,corridor_20_staten_island_to_queens
245,Staten Island,West Brighton,Boro Zone,Staten Island,Queens,Staten Island->Queens,20,corridor_20_staten_island_to_queens
251,Staten Island,Westerleigh,Boro Zone,Staten Island,Queens,Staten Island->Queens,20,corridor_20_staten_island_to_queens
